"test_id","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"TEX41","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TEX43","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TEX9","WT","EX","OK",1.12722,0.841988,-0.420901,-0.48012,0.40855,0.730314,"no"
"TF","WT","EX","NOTEST",0.138998,0.167417,0.268387,0,1,1,"no"
"TFAM","WT","EX","OK",3.96254,3.77251,-0.0709013,-0.213102,0.70865,0.908341,"no"
"TFAMP1","WT","EX","NOTEST",0.00629408,0,-Inf,0,1,1,"no"
"TFAP2A","WT","EX","OK",0.937206,0.386998,-1.27604,-1.8549,0.0025,0.0204895,"yes"
"TFAP2A-AS1","WT","EX","NOTEST",0.118761,0.058744,-1.01555,0,1,1,"no"
"TFAP2B","WT","EX","NOTEST",0.00325869,0.00886597,1.44398,0,1,1,"no"
"TFAP2C","WT","EX","NOTEST",0.145608,0.270373,0.892863,0,1,1,"no"
"TFAP2D","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TFAP2E","WT","EX","NOTEST",0.397869,0.306545,-0.376196,0,1,1,"no"
"TFAP4","WT","EX","OK",3.08841,2.78052,-0.15151,-0.322924,0.57285,0.838273,"no"
"TFB1M","WT","EX","OK",2.61942,2.41877,-0.114975,-0.207284,0.71975,0.91482,"no"
"TFB2M","WT","EX","OK",4.62518,5.82651,0.333122,0.811736,0.15705,0.43943,"no"
"TFCP2","WT","EX","OK",7.48885,7.10546,-0.0758174,-0.240087,0.67045,0.892615,"no"
"TFCP2L1","WT","EX","NOTEST",0,0.00195834,Inf,0,1,1,"no"
"TFDP1","WT","EX","OK",31.5428,37.0011,0.230257,0.788404,0.17125,0.460045,"no"
"TFDP2","WT","EX","OK",7.53048,6.94372,-0.117033,-0.396389,0.49305,0.790695,"no"
"TFDP3","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TFE3","WT","EX","OK",31.2026,31.0839,-0.00550131,-0.0189425,0.97365,0.992895,"no"
"TFEB","WT","EX","OK",2.07979,1.27466,-0.706329,-1.30963,0.02245,0.115263,"no"
"TFEC","WT","EX","NOTEST",0.0116621,0.0137918,0.241981,0,1,1,"no"
"TFF1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TFF2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TFF3","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TFG","WT","EX","OK",49.0744,50.8987,0.0526591,0.177527,0.7642,0.929177,"no"
"TFIP11","WT","EX","OK",10.9511,11.1397,0.024635,0.0737663,0.8983,0.975884,"no"
"TFPI","WT","EX","OK",62.3361,63.7008,0.0312428,0.0990554,0.86315,0.962523,"no"
"TFPI2","WT","EX","OK",2.24457,2.37911,0.0839814,0.169357,0.76775,0.929985,"no"
"TFPT","WT","EX","OK",8.43491,9.66328,0.19614,0.277356,0.63055,0.871066,"no"
"TFR2","WT","EX","NOTEST",0.067218,0.0939764,0.483453,0,1,1,"no"
"TFRC","WT","EX","OK",38.6094,43.2281,0.163016,0.548419,0.33955,0.673251,"no"
"TG","WT","EX","NOTEST",0.131084,0.172376,0.395069,0,1,1,"no"
"TGDS","WT","EX","OK",2.94059,2.95456,0.00683639,0.0147178,0.98055,0.99474,"no"
"TGFA","WT","EX","NOTEST",0.00335491,0,-Inf,0,1,1,"no"
"TGFA-IT1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TGFB1","WT","EX","OK",43.8652,39.114,-0.165394,-0.558517,0.3289,0.663046,"no"
"TGFB1I1","WT","EX","OK",48.9733,69.2583,0.499992,1.71077,0.0031,0.024369,"yes"
"TGFB2","WT","EX","OK",2.34518,0.986527,-1.24927,-2.87536,5e-05,0.000681395,"yes"
"TGFB2-AS1","WT","EX","NOTEST",0,0.0394501,Inf,0,1,1,"no"
"TGFB2-OT1","WT","EX","NOTEST",0.143837,0.218672,0.604335,0,1,1,"no"
"TGFB3","WT","EX","OK",3.40491,3.33656,-0.0292548,-0.0785591,0.889,0.972341,"no"
"TGFBI","WT","EX","OK",175.698,128.845,-0.447457,-1.33687,0.02215,0.114041,"no"
"TGFBR1","WT","EX","OK",29.5364,26.9917,-0.12998,-0.423086,0.4638,0.774021,"no"
"TGFBR2","WT","EX","OK",70.2632,215.519,1.61698,4.972,5e-05,0.000681395,"yes"
"TGFBR3","WT","EX","OK",27.3053,36.3249,0.411779,1.37323,0.017,0.0927482,"no"
"TGFBR3L","WT","EX","OK",0.741527,0.455706,-0.702398,-0.678135,0.25925,0.586875,"no"
"TGFBRAP1","WT","EX","OK",5.63633,6.30589,0.161944,0.530512,0.3551,0.685835,"no"
"TGIF1","WT","EX","OK",20.3645,38.9526,0.935666,3.06809,5e-05,0.000681395,"yes"
"TGIF2","WT","EX","OK",4.21658,3.10987,-0.439219,-0.713254,0.212,0.522282,"no"
"TGIF2-C20orf24","WT","EX","NOTEST",0.288682,0,-Inf,0,1,1,"no"
"TGIF2LX","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TGIF2LY","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TGM1","WT","EX","NOTEST",0.218799,0.178924,-0.290264,0,1,1,"no"
"TGM2","WT","EX","OK",121.349,138.425,0.189943,0.591191,0.3083,0.64148,"no"
"TGM3","WT","EX","NOTEST",0.00693423,0,-Inf,0,1,1,"no"
"TGM4","WT","EX","NOTEST",0.0114669,0.018308,0.675002,0,1,1,"no"
"TGM5","WT","EX","NOTEST",0.0400284,0.00907348,-2.1413,0,1,1,"no"
"TGM6","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TGM7","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TGOLN2","WT","EX","OK",67.3453,76.1714,0.177671,0.574196,0.3187,0.651551,"no"
"TGS1","WT","EX","OK",4.48169,4.53267,0.0163174,0.0398188,0.9425,0.987353,"no"
"TH","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TH2LCRR","WT","EX","NOTEST",0,0.118244,Inf,0,1,1,"no"
"THADA","WT","EX","OK",5.25457,5.3542,0.0270973,0.0886689,0.87425,0.967094,"no"
"THAP1","WT","EX","OK",3.94342,4.63633,0.233538,0.574627,0.317,0.649411,"no"
"THAP10","WT","EX","OK",2.31064,1.97862,-0.223793,-0.176991,0.752,0.925435,"no"
"THAP11","WT","EX","OK",13.0209,14.1773,0.122745,0.197834,0.73785,0.921535,"no"
"THAP2","WT","EX","OK",1.37456,1.14574,-0.262691,-0.174278,0.75285,0.925435,"no"
"THAP3","WT","EX","OK",7.93539,7.44016,-0.092967,-0.126619,0.82625,0.953286,"no"
"THAP4","WT","EX","OK",19.8426,20.2673,0.030554,0.0997307,0.8614,0.96207,"no"
"THAP5","WT","EX","OK",5.69892,5.77041,0.0179852,0.0360364,0.9493,0.989439,"no"
"THAP6","WT","EX","OK",3.09041,2.91528,-0.0841662,-0.220099,0.6981,0.90376,"no"
"THAP7","WT","EX","OK",10.3665,8.04964,-0.364933,-0.826821,0.1592,0.441758,"no"
"THAP7-AS1","WT","EX","OK",2.02653,2.41075,0.250467,0.276181,0.6475,0.880917,"no"
"THAP8","WT","EX","OK",5.72114,5.2004,-0.137679,-0.0981874,0.8612,0.961985,"no"
"THAP9","WT","EX","OK",0.885806,0.772781,-0.196931,-0.217098,0.70535,0.906939,"no"
"THAP9-AS1","WT","EX","OK",9.57995,9.85449,0.0407625,0.11543,0.83925,0.956726,"no"
"THBD","WT","EX","NOTEST",0.240762,0.41781,0.795236,0,1,1,"no"
"THBS1","WT","EX","OK",263.631,950.617,1.85035,3.94681,5e-05,0.000681395,"yes"
"THBS2","WT","EX","OK",160.347,100.908,-0.668154,-1.99792,5e-04,0.00539414,"yes"
"THBS3","WT","EX","OK",19.0944,15.4511,-0.30544,-1.02674,0.0794,0.283788,"no"
"THBS4","WT","EX","OK",0.577559,0.45885,-0.331947,-0.506432,0.35665,0.686951,"no"
"THCAT155","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"THCAT158","WT","EX","NOTEST",0.0435215,0.0428994,-0.0207704,0,1,1,"no"
"THEG","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"THEG5","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"THEGL","WT","EX","NOTEST",0.251998,0.227696,-0.146305,0,1,1,"no"
"THEM4","WT","EX","OK",2.40965,2.04107,-0.239499,-0.641403,0.2636,0.59225,"no"
"THEM5","WT","EX","NOTEST",0.20978,0.0954236,-1.13646,0,1,1,"no"
"THEM6","WT","EX","OK",2.99904,2.25626,-0.41057,-0.872737,0.139,0.408943,"no"
"THEMIS","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"THEMIS2","WT","EX","OK",1.98188,1.49681,-0.404985,-0.633504,0.26605,0.594028,"no"
"THG1L","WT","EX","OK",6.89242,6.00586,-0.198638,-0.479483,0.39085,0.714598,"no"
"THNSL1","WT","EX","OK",1.14978,0.578744,-0.990363,-1.74719,0.00345,0.0265854,"yes"
"THNSL2","WT","EX","OK",9.32393,11.3757,0.286946,0.817865,0.1529,0.433558,"no"
"THOC1","WT","EX","OK",6.32925,5.8062,-0.124439,-0.34721,0.54965,0.827116,"no"
"THOC2","WT","EX","OK",9.3387,17.1484,0.876778,2.98318,5e-05,0.000681395,"yes"
"THOC3","WT","EX","OK",3.06212,3.43596,0.166183,0.335921,0.5506,0.827312,"no"
"THOC5","WT","EX","OK",11.8069,13.9864,0.244398,0.785454,0.1759,0.468824,"no"
"THOC6","WT","EX","OK",8.50705,7.53905,-0.174278,-0.233801,0.6814,0.897344,"no"
"THOC7","WT","EX","OK",28.7752,36.9534,0.360883,1.14925,0.0437,0.186797,"no"
"THOC7-AS1","WT","EX","NOTEST",0.125813,0.0415355,-1.59887,0,1,1,"no"
"THOP1","WT","EX","OK",8.31328,7.96126,-0.0624197,-0.185369,0.746,0.924255,"no"
"THPO","WT","EX","OK",0.548736,0.562446,0.035602,0.0463199,0.9283,0.982243,"no"
"THRA","WT","EX","OK",23.9263,29.703,0.31201,0.902175,0.11825,0.367167,"no"
"THRA1/BTR","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"THRAP3","WT","EX","OK",31.6534,29.1442,-0.119149,-0.407682,0.47495,0.780089,"no"
"THRB","WT","EX","OK",2.64894,3.66149,0.467017,1.42836,0.0143,0.0810711,"no"
"THRB-AS1","WT","EX","NOTEST",0.174753,0.393447,1.17085,0,1,1,"no"
"THRIL","WT","EX","OK",0.822752,0.954705,0.214597,0.287355,0.61365,0.862512,"no"
"THRSP","WT","EX","NOTEST",0.146018,0.143819,-0.021893,0,1,1,"no"
"THSD1","WT","EX","OK",1.61137,1.83229,0.185358,0.400384,0.4882,0.787764,"no"
"THSD4","WT","EX","OK",22.2862,12.6782,-0.813799,-2.6059,5e-05,0.000681395,"yes"
"THSD4-AS1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"THSD4-AS2","WT","EX","NOTEST",0.0360132,0.289027,3.0046,0,1,1,"no"
"THSD7A","WT","EX","NOTEST",0.0147346,0.0199584,0.437792,0,1,1,"no"
"THSD7B","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"THTPA","WT","EX","OK",9.88542,7.53261,-0.392153,-0.722714,0.2132,0.523937,"no"
"THUMPD1","WT","EX","OK",8.69768,9.06594,0.0598272,0.195677,0.7352,0.921018,"no"
"THUMPD2","WT","EX","OK",3.26388,2.5357,-0.364202,-0.818899,0.1579,0.440045,"no"
"THUMPD3","WT","EX","OK",8.04816,8.08091,0.00585943,0.0190376,0.9731,0.992759,"no"
"THUMPD3-AS1","WT","EX","OK",3.2655,2.7644,-0.240336,-0.490856,0.3942,0.717435,"no"
"THY1","WT","EX","OK",214.306,173.911,-0.301323,-0.943601,0.10155,0.333805,"no"
"THYN1","WT","EX","OK",20.4037,17.5954,-0.213636,-0.631295,0.27425,0.601605,"no"
"TIA1","WT","EX","OK",14.1829,11.4567,-0.307963,-1.04349,0.0673,0.253768,"no"
"TIAF1","WT","EX","OK",0.595378,0.491269,-0.277294,-0.0979779,0.8953,0.974899,"no"
"TIAL1","WT","EX","OK",13.2534,14.9337,0.172206,0.580419,0.30525,0.636983,"no"
"TIAM1","WT","EX","NOTEST",0.0136268,0.0219745,0.68939,0,1,1,"no"
"TIAM2","WT","EX","OK",1.31242,0.952467,-0.462487,-0.867848,0.12915,0.38911,"no"
"TICAM1","WT","EX","OK",4.42571,5.64936,0.35218,0.988703,0.0831,0.293192,"no"
"TICAM2","WT","EX","OK",4.02183,3.85285,-0.0619252,-0.052411,0.92585,0.981743,"no"
"TICRR","WT","EX","NOTEST",0.236655,0.17392,-0.444359,0,1,1,"no"
"TIE1","WT","EX","NOTEST",0.0042792,0.00880217,1.04052,0,1,1,"no"
"TIFA","WT","EX","OK",2.03273,1.58078,-0.362784,-0.762525,0.18345,0.478753,"no"
"TIFAB","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TIGAR","WT","EX","OK",3.45364,2.97154,-0.216908,-0.677292,0.2375,0.55773,"no"
"TIGD1","WT","EX","OK",1.2254,0.863767,-0.504544,-0.302093,0.5887,0.848162,"no"
"TIGD2","WT","EX","OK",1.86957,2.14872,0.200768,0.399746,0.4841,0.785738,"no"
"TIGD3","WT","EX","NOTEST",0.048393,0.0691406,0.514735,0,1,1,"no"
"TIGD4","WT","EX","NOTEST",0.0753053,0.0412128,-0.86966,0,1,1,"no"
"TIGD5","WT","EX","OK",2.97436,3.24441,0.125376,0.264964,0.63855,0.876417,"no"
"TIGD6","WT","EX","OK",1.87523,2.06078,0.136122,0.159734,0.78955,0.940834,"no"
"TIGD7","WT","EX","OK",1.24275,1.65705,0.415082,0.624179,0.2873,0.617312,"no"
"TIGIT","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TIMD4","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TIMELESS","WT","EX","OK",1.81249,1.31742,-0.460251,-1.11343,0.0533,0.215744,"no"
"TIMM10","WT","EX","OK",13.8454,13.9154,0.00728345,0.0174414,0.9745,0.992895,"no"
"TIMM10B","WT","EX","OK",7.75715,8.83468,0.187652,0.402332,0.47605,0.780918,"no"
"TIMM13","WT","EX","OK",14.6264,16.0478,0.133809,0.412285,0.47355,0.778998,"no"
"TIMM17A","WT","EX","OK",20.0088,21.8653,0.128014,0.41112,0.4749,0.780089,"no"
"TIMM17B","WT","EX","OK",12.3701,12.9615,0.0673673,0.119709,0.8334,0.954615,"no"
"TIMM21","WT","EX","OK",9.91588,9.09845,-0.124119,-0.342112,0.55435,0.829081,"no"
"TIMM22","WT","EX","OK",9.82861,9.58087,-0.0368305,-0.104641,0.84685,0.959366,"no"
"TIMM23","WT","EX","OK",15.1544,21.1869,0.483434,0.443396,0.4237,0.743196,"no"
"TIMM23B","WT","EX","OK",1.46826,1.44398,-0.0240588,-0.0100404,0.98795,0.995518,"no"
"TIMM44","WT","EX","OK",9.4791,10.7114,0.17632,0.522177,0.3609,0.690793,"no"
"TIMM50","WT","EX","OK",10.6551,10.2592,-0.054614,-0.168939,0.77075,0.931431,"no"
"TIMM8A","WT","EX","OK",2.75768,2.87224,0.0587217,0.0894822,0.87595,0.967839,"no"
"TIMM8B","WT","EX","OK",16.4769,15.1222,-0.12378,-0.205202,0.7258,0.916635,"no"
"TIMM9","WT","EX","OK",12.1938,11.7628,-0.0519202,-0.109628,0.8493,0.959778,"no"
"TIMMDC1","WT","EX","OK",34.2183,42.1774,0.3017,1.01745,0.0791,0.282951,"no"
"TIMP1","WT","EX","OK",1042.69,797.113,-0.387459,-1.10533,0.05765,0.227622,"no"
"TIMP2","WT","EX","OK",798.52,931.376,0.222035,0.561635,0.3278,0.662483,"no"
"TIMP3","WT","EX","OK",602.417,424.7,-0.504321,-1.28014,0.0258,0.127634,"no"
"TIMP4","WT","EX","OK",1.29282,9.39902,2.86199,5.19682,5e-05,0.000681395,"yes"
"TINAG","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TINAGL1","WT","EX","OK",1.92177,3.197,0.734281,1.34695,0.0263,0.129067,"no"
"TINCR","WT","EX","NOTEST",0.0190263,0.0547667,1.5253,0,1,1,"no"
"TINF2","WT","EX","OK",19.2699,17.9531,-0.102113,-0.336765,0.55885,0.831023,"no"
"TIPARP","WT","EX","OK",3.93783,6.06173,0.62233,1.86196,0.0013,0.0119285,"yes"
"TIPARP-AS1","WT","EX","NOTEST",0.123757,0.0658682,-0.909851,0,1,1,"no"
"TIPIN","WT","EX","OK",2.68974,2.30771,-0.221005,-0.384309,0.49785,0.793716,"no"
"TIPRL","WT","EX","OK",15.62,17.8199,0.190095,0.523587,0.35925,0.689409,"no"
"TIRAP","WT","EX","OK",2.55072,2.31168,-0.141962,-0.306022,0.58645,0.846452,"no"
"TISP43","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TJAP1","WT","EX","OK",10.0931,10.557,0.064829,0.204091,0.72325,0.915721,"no"
"TJP1","WT","EX","OK",17.1472,21.6845,0.338698,1.14045,0.04725,0.197711,"no"
"TJP2","WT","EX","OK",25.3361,108.138,2.09361,6.62618,5e-05,0.000681395,"yes"
"TJP3","WT","EX","NOTEST",0.0172862,0.0235396,0.445466,0,1,1,"no"
"TK1","WT","EX","OK",2.69562,2.39253,-0.172079,-0.322347,0.5718,0.837592,"no"
"TK2","WT","EX","OK",12.4638,15.1845,0.284856,0.959038,0.0967,0.323555,"no"
"TKFC","WT","EX","OK",3.35659,3.33616,-0.00880498,-0.00459623,0.99365,0.997286,"no"
"TKT","WT","EX","OK",142.694,96.1596,-0.569424,-1.77023,0.0023,0.0191177,"yes"
"TKTL1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TKTL2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TLCD1","WT","EX","OK",3.35608,2.56314,-0.388864,-0.114678,0.8049,0.947048,"no"
"TLCD2","WT","EX","OK",6.75436,12.6614,0.906548,2.92541,5e-05,0.000681395,"yes"
"TLDC1","WT","EX","OK",3.83644,4.58395,0.256821,0.783987,0.16975,0.457445,"no"
"TLDC2","WT","EX","OK",0.110775,2.64086,4.5753,0.892967,0.0343,0.157309,"no"
"TLE1","WT","EX","OK",10.0244,19.9986,0.996385,3.2596,5e-05,0.000681395,"yes"
"TLE2","WT","EX","OK",3.56452,5.76015,0.692399,1.72394,0.0026,0.0211478,"yes"
"TLE3","WT","EX","OK",5.10337,3.87228,-0.398265,-1.21222,0.0336,0.154815,"no"
"TLE4","WT","EX","OK",8.59089,8.10002,-0.0848831,-0.28172,0.6225,0.866746,"no"
"TLE6","WT","EX","NOTEST",0.173858,0.388748,1.16093,0,1,1,"no"
"TLK1","WT","EX","OK",13.4675,15.0608,0.161323,0.547527,0.3426,0.675145,"no"
"TLK2","WT","EX","OK",5.73673,6.84568,0.254964,0.820603,0.15425,0.435236,"no"
"TLL1","WT","EX","NOTEST",0.128862,0.0572367,-1.17081,0,1,1,"no"
"TLL2","WT","EX","NOTEST",0.0359974,0.0115165,-1.64419,0,1,1,"no"
"TLN1","WT","EX","OK",82.5003,114.482,0.472648,1.3321,0.0206,0.108089,"no"
"TLN2","WT","EX","OK",6.12162,5.05736,-0.275528,-0.931883,0.1059,0.342945,"no"
"TLR1","WT","EX","OK",1.03185,1.14077,0.144766,0.257036,0.6514,0.882337,"no"
"TLR10","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TLR2","WT","EX","NOTEST",0.500949,0.353391,-0.503398,0,1,1,"no"
"TLR3","WT","EX","OK",3.08411,2.07794,-0.569705,-1.37774,0.01845,0.0992313,"no"
"TLR4","WT","EX","OK",1.96706,2.95376,0.586516,1.54923,0.0061,0.0417638,"yes"
"TLR5","WT","EX","NOTEST",0.0598396,0.046163,-0.374363,0,1,1,"no"
"TLR6","WT","EX","NOTEST",0.316711,0.202763,-0.643377,0,1,1,"no"
"TLR7","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TLR8","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TLR8-AS1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TLR9","WT","EX","NOTEST",0.0760728,0.0932203,0.293263,0,1,1,"no"
"TLX1","WT","EX","NOTEST",0,0.00937716,Inf,0,1,1,"no"
"TLX1NB","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TLX2","WT","EX","NOTEST",0,0.0115219,Inf,0,1,1,"no"
"TLX3","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TM2D1","WT","EX","OK",25.2995,47.0341,0.894598,2.87353,5e-05,0.000681395,"yes"
"TM2D2","WT","EX","OK",15.9526,17.4449,0.129014,0.432204,0.45825,0.769741,"no"
"TM2D3","WT","EX","OK",20.35,22.034,0.114707,0.359452,0.53365,0.8158,"no"
"TM4SF1","WT","EX","OK",18.0175,45.973,1.35139,4.37684,5e-05,0.000681395,"yes"
"TM4SF1-AS1","WT","EX","NOTEST",0,0.0278476,Inf,0,1,1,"no"
"TM4SF18","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TM4SF19","WT","EX","NOTEST",0.0385522,0,-Inf,0,1,1,"no"
"TM4SF19-AS1","WT","EX","NOTEST",0.21708,0.396636,0.869586,0,1,1,"no"
"TM4SF19-TCTEX1D2","WT","EX","NOTEST",0.0144584,0,-Inf,0,1,1,"no"
"TM4SF20","WT","EX","OK",0.445569,0.638326,0.518643,0.559588,0.3132,0.646561,"no"
"TM4SF4","WT","EX","NOTEST",0.0224965,0,-Inf,0,1,1,"no"
"TM4SF5","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TM6SF1","WT","EX","OK",1.76463,1.92831,0.127971,0.23053,0.68785,0.899433,"no"
"TM6SF2","WT","EX","OK",1.42618,1.92645,0.433788,0.716679,0.2196,0.533261,"no"
"TM7SF2","WT","EX","OK",2.8752,5.6958,0.986239,0.675166,0.2591,0.586844,"no"
"TM7SF3","WT","EX","OK",14.9209,28.8428,0.950874,3.20964,5e-05,0.000681395,"yes"
"TM9SF1","WT","EX","OK",31.9841,35.2611,0.140723,0.476634,0.4096,0.730874,"no"
"TM9SF2","WT","EX","OK",46.9475,52.5786,0.163428,0.555178,0.3322,0.665946,"no"
"TM9SF3","WT","EX","OK",40.1878,50.6887,0.334908,1.11299,0.0524,0.213711,"no"
"TM9SF4","WT","EX","OK",24.0618,22.1014,-0.122607,-0.419335,0.4629,0.77342,"no"
"TMA16","WT","EX","OK",5.09595,6.7569,0.407009,1.03858,0.0758,0.274575,"no"
"TMA7","WT","EX","OK",141.142,182.779,0.37295,1.24134,0.02815,0.135718,"no"
"TMBIM1","WT","EX","OK",95.1935,145.8,0.615056,1.96384,0.00055,0.00586485,"yes"
"TMBIM4","WT","EX","OK",27.2063,35.7044,0.392162,1.30724,0.02235,0.114841,"no"
"TMBIM6","WT","EX","OK",170.226,218.736,0.361744,1.13123,0.05025,0.207436,"no"
"TMC1","WT","EX","NOTEST",0.0206768,0.0316168,0.612676,0,1,1,"no"
"TMC2","WT","EX","OK",0.313452,0.809602,1.36897,2.03358,0.0014,0.0126836,"yes"
"TMC3","WT","EX","NOTEST",0.0468699,0.0177959,-1.39711,0,1,1,"no"
"TMC3-AS1","WT","EX","OK",1.57723,0.652316,-1.27375,-1.58608,0.0094,0.058942,"no"
"TMC4","WT","EX","NOTEST",0.268638,0.252015,-0.0921535,0,1,1,"no"
"TMC5","WT","EX","NOTEST",0.0249495,0.0245341,-0.0242258,0,1,1,"no"
"TMC6","WT","EX","NOTEST",0.0414718,0.00644867,-2.68506,0,1,1,"no"
"TMC7","WT","EX","NOTEST",0.143439,0.118717,-0.272903,0,1,1,"no"
"TMC8","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TMCC1","WT","EX","OK",3.86594,4.00508,0.05101,0.158684,0.77775,0.935157,"no"
"TMCC1-AS1","WT","EX","NOTEST",0.243536,0.21687,-0.167309,0,1,1,"no"
"TMCC2","WT","EX","OK",2.84967,1.32885,-1.10062,-2.52986,1e-04,0.00129829,"yes"
"TMCC3","WT","EX","NOTEST",0.115658,0.268282,1.21389,0,1,1,"no"
"TMCO1","WT","EX","OK",13.9396,16.8964,0.277528,0.935643,0.10525,0.341526,"no"
"TMCO2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TMCO3","WT","EX","OK",59.2845,77.492,0.386394,1.30493,0.0237,0.119773,"no"
"TMCO4","WT","EX","OK",5.02265,4.89844,-0.0361255,-0.10431,0.8551,0.959778,"no"
"TMCO5A","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TMCO5B","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TMCO6","WT","EX","OK",2.89237,4.1169,0.509308,0.726356,0.2187,0.531877,"no"
"TMED1","WT","EX","OK",14.1095,12.447,-0.180875,-0.546661,0.33835,0.672009,"no"
"TMED10","WT","EX","OK",69.5696,80.5683,0.211755,0.691171,0.228,0.545716,"no"
"TMED10P1","WT","EX","NOTEST",0.521418,0.339795,-0.617779,0,1,1,"no"
"TMED11P","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TMED2","WT","EX","OK",125.907,138.106,0.133426,0.44084,0.4411,0.755587,"no"
"TMED3","WT","EX","OK",56.8641,51.1655,-0.152349,-0.517786,0.3733,0.70093,"no"
"TMED4","WT","EX","OK",28.4006,30.8048,0.117233,0.39394,0.49755,0.793716,"no"
"TMED5","WT","EX","OK",16.0327,23.4716,0.549904,1.90166,0.00085,0.00840998,"yes"
"TMED6","WT","EX","NOTEST",0.21099,0.119122,-0.824736,0,1,1,"no"
"TMED7","WT","EX","OK",34.39,41.832,0.282618,0.894794,0.12125,0.372091,"no"
"TMED7-TICAM2","WT","EX","OK",1.85344,2.12457,0.196966,0.129168,0.8326,0.954615,"no"
"TMED8","WT","EX","OK",1.64458,2.0998,0.35253,0.538687,0.3504,0.681865,"no"
"TMED9","WT","EX","OK",111.896,105.244,-0.0884231,-0.300419,0.5938,0.850775,"no"
"TMEFF1","WT","EX","OK",4.22455,8.58903,1.0237,1.05862,0.0816,0.289485,"no"
"TMEFF2","WT","EX","NOTEST",0.432461,0.246335,-0.811948,0,1,1,"no"
"TMEM100","WT","EX","OK",0.628903,2.02724,1.68861,2.56093,4e-04,0.00442644,"yes"
"TMEM101","WT","EX","OK",15.2764,14.9205,-0.0340154,-0.103776,0.8586,0.960579,"no"
"TMEM102","WT","EX","OK",1.04931,1.22572,0.224194,0.338883,0.56195,0.83193,"no"
"TMEM104","WT","EX","OK",5.02505,5.96852,0.248237,0.786662,0.17855,0.472566,"no"
"TMEM105","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TMEM106A","WT","EX","OK",1.00627,0.541842,-0.893072,-1.46749,0.0102,0.0627977,"no"
"TMEM106B","WT","EX","OK",12.9838,14.1258,0.121624,0.410798,0.4727,0.777897,"no"
"TMEM106C","WT","EX","OK",17.7768,14.9799,-0.24697,-0.765277,0.183,0.477965,"no"
"TMEM107","WT","EX","OK",3.90826,5.35488,0.45433,1.02815,0.0796,0.284109,"no"
"TMEM108","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TMEM108-AS1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TMEM109","WT","EX","OK",45.5672,59.9486,0.39573,1.36234,0.01995,0.105365,"no"
"TMEM11","WT","EX","OK",13.138,16.2306,0.304965,0.894932,0.1148,0.360624,"no"
"TMEM110","WT","EX","OK",6.7319,7.55333,0.1661,0.536414,0.35065,0.682032,"no"
"TMEM110-MUSTN1","WT","EX","NOTEST",0.221435,0,-Inf,0,1,1,"no"
"TMEM114","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"TMEM115","WT","EX","OK",31.7419,41.1872,0.375805,1.14567,0.0494,0.204582,"no"
