"test_id","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"HERC6","WT","EX","OK",2.60222,2.10862,-0.303445,-0.774905,0.1775,0.470947,"no"
"HERPUD1","WT","EX","OK",43.1593,75.4445,0.805743,2.74737,5e-05,0.000681395,"yes"
"HERPUD2","WT","EX","OK",12.594,15.2708,0.278033,0.914755,0.11425,0.359597,"no"
"HES1","WT","EX","NOTEST",0.0586049,0,-Inf,0,1,1,"no"
"HES2","WT","EX","NOTEST",0.0399149,0,-Inf,0,1,1,"no"
"HES3","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HES4","WT","EX","OK",0.367473,0.900108,1.29246,1.02594,0.0599,0.233021,"no"
"HES5","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HES6","WT","EX","OK",1.12843,1.62463,0.525793,0.765258,0.18585,0.482768,"no"
"HES7","WT","EX","NOTEST",0.0293095,0.0210241,-0.479327,0,1,1,"no"
"HESX1","WT","EX","OK",0.582342,0.703307,0.272288,0.318286,0.5779,0.841416,"no"
"HEXA","WT","EX","OK",84.4945,79.8139,-0.0822186,-0.274774,0.62675,0.868893,"no"
"HEXA-AS1","WT","EX","NOTEST",0.45069,0.438726,-0.0388154,0,1,1,"no"
"HEXB","WT","EX","OK",116.522,121.447,0.059718,0.147471,0.79755,0.944841,"no"
"HEXDC","WT","EX","OK",3.70265,3.5172,-0.0741315,-0.0773983,0.89275,0.974015,"no"
"HEXIM1","WT","EX","OK",12.663,16.4088,0.373846,1.23755,0.02995,0.141694,"no"
"HEXIM2","WT","EX","OK",4.22094,3.20488,-0.397296,-0.790409,0.1627,0.446663,"no"
"HEY1","WT","EX","NOTEST",0.0359822,0.0244602,-0.556844,0,1,1,"no"
"HEY2","WT","EX","NOTEST",0.00701041,0.0239494,1.77242,0,1,1,"no"
"HEYL","WT","EX","NOTEST",0.00794208,0.0098852,0.315755,0,1,1,"no"
"HFE","WT","EX","OK",7.78685,6.95598,-0.162786,-0.463854,0.4249,0.744227,"no"
"HFE2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HFM1","WT","EX","NOTEST",0.0297673,0.028338,-0.0709894,0,1,1,"no"
"HGC6.3","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HGD","WT","EX","NOTEST",0.0420235,0.0175743,-1.25773,0,1,1,"no"
"HGF","WT","EX","OK",14.2899,7.62905,-0.90542,-2.71961,5e-05,0.000681395,"yes"
"HGFAC","WT","EX","NOTEST",0.0430355,0.0262101,-0.715404,0,1,1,"no"
"HGH1","WT","EX","NOTEST",0.247695,0.295353,0.253874,0,1,1,"no"
"HGS","WT","EX","OK",29.3424,35.0915,0.258135,0.879357,0.1222,0.373761,"no"
"HGSNAT","WT","EX","OK",25.8713,26.4169,0.0301057,0.102528,0.85925,0.960917,"no"
"HHAT","WT","EX","OK",1.45324,1.47883,0.0251887,0.0525985,0.9262,0.981793,"no"
"HHATL","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HHEX","WT","EX","OK",8.33142,7.68768,-0.116014,-0.312831,0.5833,0.845313,"no"
"HHIP","WT","EX","NOTEST",0.0434425,0.063279,0.542619,0,1,1,"no"
"HHIP-AS1","WT","EX","OK",0.510544,0.604957,0.244798,0.249433,0.66725,0.891367,"no"
"HHIPL1","WT","EX","OK",4.63672,4.17692,-0.150664,-0.413074,0.48195,0.785085,"no"
"HHIPL2","WT","EX","NOTEST",0.206266,0.0802429,-1.36206,0,1,1,"no"
"HHLA1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HHLA2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HHLA3","WT","EX","OK",8.08795,8.13684,0.00869434,0.0193211,0.97295,0.992759,"no"
"HIAT1","WT","EX","OK",19.1891,22.9513,0.25829,0.867969,0.13205,0.395411,"no"
"HIATL1","WT","EX","OK",21.9331,29.538,0.429458,1.45603,0.0106,0.0644904,"no"
"HIATL2","WT","EX","OK",1.02259,1.8027,0.817925,0.946322,0.10735,0.346335,"no"
"HIBADH","WT","EX","OK",41.6258,37.2714,-0.159406,-0.535589,0.3496,0.681234,"no"
"HIBCH","WT","EX","OK",10.7181,9.47624,-0.177665,-0.52441,0.36755,0.696312,"no"
"HIC1","WT","EX","OK",17.0299,17.2867,0.0215922,0.0716491,0.90405,0.977278,"no"
"HIC2","WT","EX","OK",0.803851,0.893085,0.151869,0.320491,0.57745,0.84109,"no"
"HID1","WT","EX","NOTEST",0.145112,0.162169,0.160332,0,1,1,"no"
"HID1-AS1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIF1A","WT","EX","OK",63.3327,91.6284,0.532845,1.73685,0.00285,0.0227647,"yes"
"HIF1A-AS1","WT","EX","NOTEST",0.108896,0.401795,1.88351,0,1,1,"no"
"HIF1A-AS2","WT","EX","NOTEST",0.0900979,0.190357,1.07914,0,1,1,"no"
"HIF1AN","WT","EX","OK",11.2035,11.4603,0.0326944,0.110654,0.84465,0.959065,"no"
"HIF3A","WT","EX","OK",0.673261,4.29636,2.67388,4.79518,5e-05,0.000681395,"yes"
"HIGD1A","WT","EX","OK",27.816,72.7388,1.38681,4.70417,5e-05,0.000681395,"yes"
"HIGD1B","WT","EX","NOTEST",0.0457564,0.0521846,0.189651,0,1,1,"no"
"HIGD1C","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIGD2A","WT","EX","OK",77.6692,77.5914,-0.00144731,-0.00467752,0.99535,0.997845,"no"
"HIGD2B","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HILPDA","WT","EX","OK",7.14212,6.38626,-0.161383,-0.39413,0.4874,0.787279,"no"
"HILS1","WT","EX","NOTEST",0.0188384,0,-Inf,0,1,1,"no"
"HINFP","WT","EX","OK",4.32162,4.2687,-0.017776,-0.0462214,0.93435,0.984656,"no"
"HINT1","WT","EX","OK",138.401,170.986,0.305028,1.02683,0.072,0.265738,"no"
"HINT2","WT","EX","OK",15.127,14.8884,-0.0229429,-0.0548583,0.92445,0.981363,"no"
"HINT3","WT","EX","OK",7.51435,5.78222,-0.378024,-1.12567,0.0484,0.201411,"no"
"HIP1","WT","EX","OK",6.8186,9.60886,0.49489,1.66461,0.00475,0.0342297,"yes"
"HIP1R","WT","EX","OK",3.63142,3.12105,-0.218502,-0.597499,0.30695,0.639289,"no"
"HIPK1","WT","EX","OK",7.89995,9.70756,0.297265,0.989059,0.08775,0.303453,"no"
"HIPK1-AS1","WT","EX","NOTEST",0.014074,0.0118421,-0.249103,0,1,1,"no"
"HIPK2","WT","EX","OK",6.68239,10.1591,0.60433,2.04981,0.00025,0.00296504,"yes"
"HIPK3","WT","EX","OK",13.5334,21.2712,0.652374,2.19368,1e-04,0.00129829,"yes"
"HIPK4","WT","EX","NOTEST",0.134868,0.128147,-0.0737507,0,1,1,"no"
"HIRA","WT","EX","OK",10.5225,11.9552,0.184166,0.617218,0.2799,0.608101,"no"
"HIRIP3","WT","EX","OK",3.68161,4.02788,0.129685,0.337461,0.5614,0.83193,"no"
"HIST1H1A","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H1B","WT","EX","NOTEST",0.0263488,0,-Inf,0,1,1,"no"
"HIST1H1C","WT","EX","OK",16.0492,21.8135,0.442717,1.11158,0.05735,0.226866,"no"
"HIST1H1D","WT","EX","NOTEST",0.106779,0.141393,0.405091,0,1,1,"no"
"HIST1H1E","WT","EX","NOTEST",0.0603707,0,-Inf,0,1,1,"no"
"HIST1H1T","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H2AA","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H2AB","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H2AC","WT","EX","OK",35.8783,29.558,-0.279564,-0.722237,0.21205,0.522306,"no"
"HIST1H2AD","WT","EX","NOTEST",0.161766,0.0170202,-3.24859,0,1,1,"no"
"HIST1H2AE","WT","EX","NOTEST",0.184303,0.30523,0.727823,0,1,1,"no"
"HIST1H2AG","WT","EX","OK",1.24519,1.54249,0.308898,0.300293,0.6076,0.858525,"no"
"HIST1H2AH","WT","EX","NOTEST",0,0.0602986,Inf,0,1,1,"no"
"HIST1H2AI","WT","EX","NOTEST",0.223839,0.287442,0.360809,0,1,1,"no"
"HIST1H2AJ","WT","EX","NOTEST",0,0.0769367,Inf,0,1,1,"no"
"HIST1H2AK","WT","EX","NOTEST",0.535564,0.400029,-0.420956,0,1,1,"no"
"HIST1H2AL","WT","EX","NOTEST",0.0568381,0.0648844,0.191011,0,1,1,"no"
"HIST1H2AM","WT","EX","NOTEST",0.0542054,0.16102,1.57073,0,1,1,"no"
"HIST1H2APS1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H2BA","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H2BB","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H2BC","WT","EX","OK",3.89561,2.91172,-0.419978,-0.529522,0.35265,0.683549,"no"
"HIST1H2BD","WT","EX","OK",10.6806,8.05684,-0.406711,-0.807713,0.16365,0.448126,"no"
"HIST1H2BE","WT","EX","NOTEST",0.0592662,0,-Inf,0,1,1,"no"
"HIST1H2BF","WT","EX","NOTEST",0.06478,0,-Inf,0,1,1,"no"
"HIST1H2BG","WT","EX","OK",0.6746,0.63765,-0.0812677,-0.0586552,0.92615,0.981793,"no"
"HIST1H2BH","WT","EX","NOTEST",0.0580258,0.0708315,0.287695,0,1,1,"no"
"HIST1H2BI","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H2BJ","WT","EX","OK",1.68919,2.19666,0.378985,0.426148,0.44765,0.761862,"no"
"HIST1H2BK","WT","EX","OK",42.9842,48.1475,0.163656,0.526202,0.3645,0.694294,"no"
"HIST1H2BL","WT","EX","NOTEST",0.114344,0,-Inf,0,1,1,"no"
"HIST1H2BM","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H2BN","WT","EX","NOTEST",0.219744,0.125459,-0.808615,0,1,1,"no"
"HIST1H2BO","WT","EX","NOTEST",0.163548,0.115724,-0.49903,0,1,1,"no"
"HIST1H3A","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H3B","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H3C","WT","EX","NOTEST",0.0568485,0,-Inf,0,1,1,"no"
"HIST1H3D","WT","EX","NOTEST",0.493567,0.298782,-0.724151,0,1,1,"no"
"HIST1H3E","WT","EX","OK",0.745351,1.26908,0.767786,0.648125,0.26545,0.593922,"no"
"HIST1H3F","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H3G","WT","EX","NOTEST",0,0.0677128,Inf,0,1,1,"no"
"HIST1H3H","WT","EX","OK",0.637843,0.870977,0.449433,0.353861,0.5429,0.822797,"no"
"HIST1H3I","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H3J","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H4A","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H4B","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H4C","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H4D","WT","EX","NOTEST",0.180322,0.156613,-0.203372,0,1,1,"no"
"HIST1H4E","WT","EX","OK",0.596939,0.681833,0.191835,0.127767,0.86305,0.962523,"no"
"HIST1H4F","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H4G","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST1H4H","WT","EX","OK",1.89617,2.05668,0.117227,0.112437,0.84245,0.95789,"no"
"HIST1H4I","WT","EX","NOTEST",0.337738,0,-Inf,0,1,1,"no"
"HIST1H4J","WT","EX","NOTEST",0.0968825,0,-Inf,0,1,1,"no"
"HIST1H4K","WT","EX","NOTEST",0,0.305377,Inf,0,1,1,"no"
"HIST1H4L","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST2H2AA3","WT","EX","NOTEST",0,0.111878,Inf,0,1,1,"no"
"HIST2H2AB","WT","EX","NOTEST",0,0.125127,Inf,0,1,1,"no"
"HIST2H2AC","WT","EX","NOTEST",0.13813,0.387247,1.48723,0,1,1,"no"
"HIST2H2BA","WT","EX","OK",0.925639,1.21194,0.388794,0.375225,0.5276,0.813011,"no"
"HIST2H2BC","WT","EX","NOTEST",0.127228,0.0972029,-0.388345,0,1,1,"no"
"HIST2H2BE","WT","EX","OK",3.9961,5.13716,0.362378,0.888562,0.11985,0.369908,"no"
"HIST2H2BF","WT","EX","OK",0.57893,0.167098,-1.7927,-0.921671,0.2666,0.594955,"no"
"HIST2H3C","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HIST2H3D","WT","EX","NOTEST",0.134017,0.313196,1.22465,0,1,1,"no"
"HIST2H4A","WT","EX","NOTEST",0.145213,0.530493,1.86917,0,1,1,"no"
"HIST3H2A","WT","EX","OK",9.51687,6.31294,-0.592175,-0.932351,0.11015,0.352109,"no"
"HIST3H2BB","WT","EX","NOTEST",0.105569,0.0549802,-0.9412,0,1,1,"no"
"HIST3H3","WT","EX","NOTEST",0.110534,0.32455,1.55395,0,1,1,"no"
"HIST4H4","WT","EX","OK",0.303342,0.594659,0.971118,0.458455,0.32505,0.659305,"no"
"HIVEP1","WT","EX","OK",2.48306,1.85163,-0.423327,-1.2975,0.02565,0.127136,"no"
"HIVEP2","WT","EX","OK",7.56104,5.87829,-0.363188,-1.23277,0.0306,0.144082,"no"
"HIVEP3","WT","EX","NOTEST",0.193311,0.196352,0.0225156,0,1,1,"no"
"HJURP","WT","EX","NOTEST",0.38651,0.38439,-0.00793557,0,1,1,"no"
"HK1","WT","EX","OK",31.287,33.2925,0.0896362,0.306271,0.58395,0.845404,"no"
"HK2","WT","EX","OK",5.53334,6.24124,0.173682,0.562381,0.3229,0.656804,"no"
"HK3","WT","EX","NOTEST",0.00571599,0,-Inf,0,1,1,"no"
"HKDC1","WT","EX","NOTEST",0.01317,0.0160853,0.288482,0,1,1,"no"
"HKR1","WT","EX","OK",4.76545,3.89391,-0.291394,-0.819878,0.15555,0.437181,"no"
"HLA-A","WT","EX","OK",66.9422,54.6152,-0.293615,-0.735462,0.2296,0.547576,"no"
"HLA-B","WT","EX","OK",13.2568,10.6233,-0.319497,-0.570032,0.27155,0.599148,"no"
"HLA-C","WT","EX","OK",14.4659,10.1937,-0.504976,-0.942585,0.0835,0.293976,"no"
"HLA-DMA","WT","EX","NOTEST",0.0305157,0.017733,-0.78312,0,1,1,"no"
"HLA-DMB","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HLA-DOA","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HLA-DOB","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HLA-DPA1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HLA-DPB1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HLA-DPB2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HLA-DQA1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HLA-DQA2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HLA-DQB1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HLA-DQB2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HLA-DRA","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HLA-DRB1","WT","EX","NOTEST",0.0268466,0,-Inf,0,1,1,"no"
"HLA-DRB3","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HLA-DRB4","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HLA-DRB5","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HLA-DRB6","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HLA-E","WT","EX","NOTEST",0.247508,0.192227,-0.364668,0,1,1,"no"
"HLA-F","WT","EX","NOTEST",0.0894953,0.0258626,-1.79094,0,1,1,"no"
"HLA-F-AS1","WT","EX","NOTEST",0.0185716,0.0213903,0.203859,0,1,1,"no"
"HLA-G","WT","EX","NOTEST",0.0212563,0,-Inf,0,1,1,"no"
"HLA-H","WT","EX","OK",1.66304,1.48189,-0.166384,-0.243689,0.67685,0.895969,"no"
"HLA-J","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HLA-L","WT","EX","NOTEST",0.00343665,0,-Inf,0,1,1,"no"
"HLCS","WT","EX","OK",6.18139,6.94152,0.167321,0.547759,0.3447,0.677316,"no"
"HLF","WT","EX","OK",0.350137,0.897676,1.35828,2.24181,0.00045,0.0048957,"yes"
"HLTF","WT","EX","OK",8.45086,7.45633,-0.180632,-0.600404,0.3006,0.631887,"no"
"HLTF-AS1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HLX","WT","EX","OK",9.55683,13.4597,0.494041,1.46522,0.0125,0.0733167,"no"
"HLX-AS1","WT","EX","OK",2.39281,2.43778,0.0268635,0.0148505,0.9815,0.99474,"no"
"HM13","WT","EX","OK",75.1829,77.8055,0.0494685,0.168437,0.7731,0.932872,"no"
"HM13-AS1","WT","EX","NOTEST",0.36016,0.109584,-1.7166,0,1,1,"no"
"HMBOX1","WT","EX","OK",2.79258,2.05396,-0.443191,-1.05283,0.06595,0.250214,"no"
"HMBS","WT","EX","OK",5.17407,5.00198,-0.0487989,-0.11719,0.83695,0.956133,"no"
"HMCES","WT","EX","OK",8.86192,9.51241,0.102191,0.293094,0.60815,0.858902,"no"
"HMCN1","WT","EX","OK",5.25969,3.70118,-0.506993,-0.665555,0.2528,0.578572,"no"
"HMCN2","WT","EX","NOTEST",0.00380781,0.00118616,-1.68267,0,1,1,"no"
"HMG20A","WT","EX","OK",8.48049,9.72813,0.198015,0.650147,0.2516,0.577466,"no"
"HMG20B","WT","EX","OK",37.8861,46.8352,0.305924,1.03693,0.07335,0.26895,"no"
"HMGA1","WT","EX","OK",103.691,73.825,-0.490117,-1.66835,0.00365,0.0278108,"yes"
"HMGA1P7","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HMGA2","WT","EX","OK",7.48889,6.43225,-0.219427,-0.410403,0.46575,0.775117,"no"
"HMGB1","WT","EX","OK",36.885,39.4887,0.0984038,0.33861,0.55635,0.829964,"no"
"HMGB2","WT","EX","OK",20.7797,65.0826,1.6471,5.37381,5e-05,0.000681395,"yes"
"HMGB3","WT","EX","OK",9.41606,7.8511,-0.262229,-0.834037,0.1446,0.41826,"no"
"HMGB3P1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HMGB4","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HMGCL","WT","EX","OK",19.7415,19.721,-0.00149454,-0.00484143,0.9934,0.997286,"no"
"HMGCLL1","WT","EX","NOTEST",0.0391368,0.0786807,1.00748,0,1,1,"no"
"HMGCR","WT","EX","OK",4.08613,3.94185,-0.0518633,-0.156511,0.78625,0.939419,"no"
"HMGCS1","WT","EX","OK",3.1725,2.5444,-0.318293,-0.904912,0.11725,0.365471,"no"
"HMGCS2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HMGN1","WT","EX","OK",58.3622,43.0437,-0.439232,-1.46198,0.01085,0.0656089,"no"
"HMGN2","WT","EX","OK",22.9294,20.3394,-0.172922,-0.571541,0.3127,0.646252,"no"
"HMGN2P46","WT","EX","NOTEST",0.0683244,0.117365,0.780529,0,1,1,"no"
"HMGN3","WT","EX","OK",34.0074,31.1933,-0.124613,-0.381129,0.51365,0.804361,"no"
"HMGN3-AS1","WT","EX","NOTEST",0.465686,0.307334,-0.59955,0,1,1,"no"
"HMGN4","WT","EX","OK",28.3173,37.5584,0.407448,1.3835,0.01605,0.0887673,"no"
"HMGN5","WT","EX","OK",2.07355,2.39804,0.209758,0.107185,0.86605,0.963841,"no"
"HMGXB3","WT","EX","OK",8.60846,8.94586,0.0554651,0.174908,0.75985,0.928131,"no"
"HMGXB4","WT","EX","OK",7.17809,7.58524,0.0795949,0.258086,0.6517,0.882337,"no"
"HMHA1","WT","EX","OK",3.69325,3.77183,0.0303733,0.0334443,0.9548,0.990089,"no"
"HMHB1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HMMR","WT","EX","OK",0.315708,0.998421,1.66106,2.48488,5e-05,0.000681395,"yes"
"HMMR-AS1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HMOX1","WT","EX","OK",106.773,50.3526,-1.08441,-3.54772,5e-05,0.000681395,"yes"
"HMOX2","WT","EX","OK",13.224,14.672,0.149905,0.365297,0.52665,0.812985,"no"
"HMP19","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HMSD","WT","EX","NOTEST",0.0952593,0.0802802,-0.246816,0,1,1,"no"
"HMX1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HMX2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HMX3","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HN1","WT","EX","OK",14.6254,17.4278,0.252911,0.77513,0.1785,0.472566,"no"
"HN1L","WT","EX","OK",7.19784,6.78204,-0.0858459,-0.269052,0.63605,0.874849,"no"
"HNCAT21","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HNF1A","WT","EX","NOTEST",0.242583,0.209324,-0.212742,0,1,1,"no"
"HNF1A-AS1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HNF1B","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HNF4A","WT","EX","NOTEST",0,0.0326762,Inf,0,1,1,"no"
"HNF4A-AS1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HNF4G","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HNMT","WT","EX","OK",11.9509,23.2267,0.958668,2.5875,5e-05,0.000681395,"yes"
"HNRNPA0","WT","EX","OK",53.4892,52.9594,-0.0143626,-0.0487933,0.93155,0.983744,"no"
"HNRNPA1","WT","EX","OK",144.487,166.214,0.202104,0.634971,0.2712,0.599022,"no"
"HNRNPA1L2","WT","EX","OK",3.3943,3.13095,-0.116511,-0.279103,0.62495,0.867493,"no"
"HNRNPA1P10","WT","EX","OK",8.34011,7.30751,-0.190687,-0.0753567,0.90835,0.977925,"no"
"HNRNPA1P33","WT","EX","NOTEST",0.372583,0.448237,0.266701,0,1,1,"no"
"HNRNPA2B1","WT","EX","OK",105.897,133.184,0.330759,1.07433,0.0649,0.247322,"no"
"HNRNPA3","WT","EX","OK",27.8732,29.7646,0.0947184,0.319246,0.5802,0.84286,"no"
"HNRNPA3P1","WT","EX","NOTEST",0,0.0164455,Inf,0,1,1,"no"
"HNRNPAB","WT","EX","OK",30.1491,43.5272,0.529803,1.50121,0.00895,0.0568671,"no"
"HNRNPC","WT","EX","OK",64.3577,72.5503,0.172869,0.577358,0.3168,0.649411,"no"
"HNRNPCL1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HNRNPCL2","WT","EX","NOTEST",0.0178599,0,-Inf,0,1,1,"no"
"HNRNPCL3","WT","EX","NOTEST",2.54185e-05,3.16751e-05,0.317472,0,1,1,"no"
"HNRNPCL4","WT","EX","NOTEST",0.0226148,0.0550345,1.28307,0,1,1,"no"
"HNRNPD","WT","EX","OK",42.0608,46.4868,0.144344,0.485522,0.39585,0.718471,"no"
"HNRNPDL","WT","EX","OK",32.2291,35.4795,0.138623,0.476416,0.4133,0.734426,"no"
"HNRNPF","WT","EX","OK",51.8415,64.2545,0.309691,1.04871,0.0714,0.264129,"no"
"HNRNPH1","WT","EX","OK",44.4045,54.7287,0.301592,1.01927,0.0754,0.273434,"no"
"HNRNPH2","WT","EX","OK",15.262,12.4526,-0.2935,-0.29398,0.6252,0.867608,"no"
"HNRNPH3","WT","EX","OK",32.5543,34.1347,0.0683889,0.189759,0.7374,0.921446,"no"
"HNRNPK","WT","EX","OK",144.236,163.718,0.182776,0.588601,0.3026,0.634225,"no"
"HNRNPKP3","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HNRNPL","WT","EX","OK",77.3012,69.8853,-0.145503,-0.500227,0.37775,0.704463,"no"
"HNRNPLL","WT","EX","OK",12.9879,10.5628,-0.298171,-0.958687,0.0975,0.324878,"no"
"HNRNPM","WT","EX","OK",54.9485,69.6317,0.341663,1.14073,0.0489,0.202968,"no"
"HNRNPR","WT","EX","OK",12.2977,12.3076,0.00116285,0.00392983,0.99475,0.997691,"no"
"HNRNPU","WT","EX","OK",48.8644,54.3771,0.154215,0.503524,0.38245,0.7077,"no"
"HNRNPU-AS1","WT","EX","OK",3.55593,4.07762,0.197502,0.430037,0.45475,0.767361,"no"
"HNRNPUL1","WT","EX","OK",68.8915,68.2329,-0.0138583,-0.045898,0.9337,0.984535,"no"
"HNRNPUL2","WT","EX","OK",20.7083,26.7956,0.371788,0.874668,0.13225,0.395676,"no"
"HNRNPUL2-BSCL2","WT","EX","OK",23.769,25.0517,0.0758269,0.164779,0.7731,0.932872,"no"
"HOGA1","WT","EX","OK",0.48672,0.890714,0.871869,1.24006,0.0351,0.160407,"no"
"HOMER1","WT","EX","OK",1.20422,1.08163,-0.154901,-0.320105,0.57575,0.839905,"no"
"HOMER2","WT","EX","OK",0.628365,0.445806,-0.495188,-0.645783,0.2544,0.580402,"no"
"HOMER3","WT","EX","OK",36.3367,33.7359,-0.107144,-0.355765,0.5423,0.822392,"no"
"HOMEZ","WT","EX","OK",2.0643,2.49175,0.271509,0.657076,0.2493,0.575157,"no"
"HOOK1","WT","EX","NOTEST",0.0107691,0.0505955,2.23211,0,1,1,"no"
"HOOK2","WT","EX","OK",3.9709,3.27437,-0.278248,-0.68404,0.23705,0.557368,"no"
"HOOK3","WT","EX","OK",4.31447,5.68125,0.397026,1.34914,0.02095,0.109303,"no"
"HOPX","WT","EX","NOTEST",0.448603,0.281125,-0.67423,0,1,1,"no"
"HORMAD1","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HORMAD2","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HORMAD2-AS1","WT","EX","NOTEST",0.263076,0.100374,-1.3901,0,1,1,"no"
"HOTAIR","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HOTAIRM1","WT","EX","OK",3.87971,6.6465,0.776647,1.3698,0.01785,0.0967713,"no"
"HOTS","WT","EX","NOTEST",0.0308862,0,-Inf,0,1,1,"no"
"HOTTIP","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HOXA-AS2","WT","EX","OK",0.605788,0.898757,0.56912,0.327732,0.5926,0.849788,"no"
"HOXA-AS3","WT","EX","NOTEST",0.0489468,0.0104214,-2.23166,0,1,1,"no"
"HOXA1","WT","EX","OK",0.550376,0.590226,0.100849,0.143307,0.80245,0.946754,"no"
"HOXA10","WT","EX","NOTEST",0.0460752,0.0123847,-1.89544,0,1,1,"no"
"HOXA10-AS","WT","EX","NOTEST",0.0118544,0.0278532,1.23242,0,1,1,"no"
"HOXA10-HOXA9","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HOXA11","WT","EX","NOTEST",0.0128243,0,-Inf,0,1,1,"no"
"HOXA11-AS","WT","EX","NOTEST",0,0.0185944,Inf,0,1,1,"no"
"HOXA13","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HOXA2","WT","EX","OK",2.06241,1.32421,-0.6392,-1.08365,0.06025,0.233959,"no"
"HOXA3","WT","EX","OK",3.20606,2.22165,-0.52917,-1.05248,0.0677,0.254903,"no"
"HOXA4","WT","EX","OK",2.54725,2.35065,-0.11588,-0.168613,0.7647,0.929583,"no"
"HOXA5","WT","EX","OK",6.49082,5.77171,-0.1694,-0.401944,0.4804,0.784361,"no"
"HOXA6","WT","EX","NOTEST",0,0,0,0,1,1,"no"
"HOXA7","WT","EX","NOTEST",0.00259952,0.0578702,4.4765,0,1,1,"no"
